Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;HourIncome
35;Yes;Travel_Rarely;737;Sales;10;3;Medical;1;1639;4;Male;55;2;3;Sales Executive;1;Married; R$ 10.306,00 ;21530;9;Y;No;17;3;3;80;0;15;3;3;13;12;6;0; R$ 58,56 
37;No;Travel_Rarely;1470;Research & Development;10;3;Medical;1;1640;2;Female;71;3;1;Research Scientist;2;Married; R$ 3.936,00 ;9953;1;Y;No;11;3;1;80;1;8;2;1;8;4;7;7; R$ 22,36 
40;No;Travel_Rarely;448;Research & Development;16;3;Life Sciences;1;1641;3;Female;84;3;3;Manufacturing Director;4;Single; R$ 7.945,00 ;19948;6;Y;Yes;15;3;4;80;0;18;2;2;4;2;3;3; R$ 45,14 
44;No;Travel_Frequently;602;Human Resources;1;5;Human Resources;1;1642;1;Male;37;3;2;Human Resources;4;Married; R$ 5.743,00 ;10503;4;Y;Yes;11;3;3;80;0;14;3;3;10;7;0;2; R$ 32,63 
48;No;Travel_Frequently;365;Research & Development;4;5;Medical;1;1644;3;Male;89;2;4;Manager;4;Married; R$ 15.202,00 ;5602;2;Y;No;25;4;2;80;1;23;3;3;2;2;2;2; R$ 86,38 
35;Yes;Travel_Rarely;763;Sales;15;2;Medical;1;1645;1;Male;59;1;2;Sales Executive;4;Divorced; R$ 5.440,00 ;22098;6;Y;Yes;14;3;4;80;2;7;2;2;2;2;2;2; R$ 30,91 
24;No;Travel_Frequently;567;Research & Development;2;1;Technical Degree;1;1646;1;Female;32;3;1;Research Scientist;4;Single; R$ 3.760,00 ;17218;1;Y;Yes;13;3;3;80;0;6;2;3;6;3;1;3; R$ 21,36 
27;No;Travel_Rarely;486;Research & Development;8;3;Medical;1;1647;2;Female;86;4;1;Research Scientist;3;Married; R$ 3.517,00 ;22490;7;Y;No;17;3;1;80;0;5;0;3;3;2;0;2; R$ 19,98 
27;No;Travel_Frequently;591;Research & Development;2;3;Medical;1;1648;4;Male;87;3;1;Research Scientist;4;Single; R$ 2.580,00 ;6297;2;Y;No;13;3;3;80;0;6;0;2;4;2;1;2; R$ 14,66 
40;Yes;Travel_Rarely;1329;Research & Development;7;3;Life Sciences;1;1649;1;Male;73;3;1;Laboratory Technician;1;Single; R$ 2.166,00 ;3339;3;Y;Yes;14;3;2;80;0;10;3;1;4;2;0;3; R$ 12,31 
29;No;Travel_Rarely;469;Sales;10;3;Medical;1;1650;3;Male;42;2;2;Sales Executive;3;Single; R$ 5.869,00 ;23413;9;Y;No;11;3;3;80;0;8;2;3;5;2;1;4; R$ 33,35 
36;No;Travel_Rarely;711;Research & Development;5;4;Life Sciences;1;1651;2;Female;42;3;3;Healthcare Representative;1;Married; R$ 8.008,00 ;22792;4;Y;No;12;3;3;80;2;9;6;3;3;2;0;2; R$ 45,50 
25;No;Travel_Frequently;772;Research & Development;2;1;Life Sciences;1;1653;4;Male;77;4;2;Manufacturing Director;3;Divorced; R$ 5.206,00 ;4973;1;Y;No;17;3;3;80;2;7;6;3;7;7;0;7; R$ 29,58 
39;No;Travel_Rarely;492;Research & Development;12;3;Medical;1;1654;4;Male;66;3;2;Manufacturing Director;2;Married; R$ 5.295,00 ;7693;4;Y;No;21;4;3;80;0;7;3;3;5;4;1;0; R$ 30,09 
49;No;Travel_Rarely;301;Research & Development;22;4;Other;1;1655;1;Female;72;3;4;Research Director;2;Married; R$ 16.413,00 ;3498;3;Y;No;16;3;2;80;2;27;2;3;4;2;1;2; R$ 93,26 
50;No;Travel_Rarely;813;Research & Development;17;5;Life Sciences;1;1656;4;Female;50;2;3;Research Director;1;Divorced; R$ 13.269,00 ;21981;5;Y;No;15;3;3;80;3;19;3;3;14;11;1;11; R$ 75,39 
20;No;Travel_Rarely;1141;Sales;2;3;Medical;1;1657;3;Female;31;3;1;Sales Representative;3;Single; R$ 2.783,00 ;13251;1;Y;No;19;3;1;80;0;2;3;3;2;2;2;2; R$ 15,81 
34;No;Travel_Rarely;1130;Research & Development;3;3;Life Sciences;1;1658;4;Female;66;3;2;Research Scientist;2;Divorced; R$ 5.433,00 ;19332;1;Y;No;12;3;3;80;1;11;2;3;11;8;7;9; R$ 30,87 
36;No;Travel_Rarely;311;Research & Development;7;3;Life Sciences;1;1659;1;Male;77;3;1;Laboratory Technician;2;Single; R$ 2.013,00 ;10950;2;Y;No;11;3;3;80;0;15;4;3;4;3;1;3; R$ 11,44 
49;No;Travel_Rarely;465;Research & Development;6;1;Life Sciences;1;1661;3;Female;41;2;4;Healthcare Representative;3;Married; R$ 13.966,00 ;11652;2;Y;Yes;19;3;2;80;1;30;3;3;15;11;2;12; R$ 79,35 
36;No;Non-Travel;894;Research & Development;1;4;Medical;1;1662;4;Female;33;2;2;Manufacturing Director;3;Married; R$ 4.374,00 ;15411;0;Y;No;15;3;3;80;0;4;6;3;3;2;1;2; R$ 24,85 
36;No;Travel_Rarely;1040;Research & Development;3;2;Life Sciences;1;1664;4;Male;79;4;2;Healthcare Representative;1;Divorced; R$ 6.842,00 ;26308;6;Y;No;20;4;1;80;1;13;3;3;5;4;0;4; R$ 38,88 
54;No;Travel_Rarely;584;Research & Development;22;5;Medical;1;1665;2;Female;91;3;4;Manager;3;Married; R$ 17.426,00 ;18685;3;Y;No;25;4;3;80;1;36;6;3;10;8;4;7; R$ 99,01 
43;No;Travel_Rarely;1291;Research & Development;15;2;Life Sciences;1;1666;3;Male;65;2;4;Research Director;3;Married; R$ 17.603,00 ;3525;1;Y;No;24;4;1;80;1;14;3;3;14;10;6;11; R$ 100,02 
35;Yes;Travel_Frequently;880;Sales;12;4;Other;1;1667;4;Male;36;3;2;Sales Executive;4;Single; R$ 4.581,00 ;10414;3;Y;Yes;24;4;1;80;0;13;2;4;11;9;6;7; R$ 26,03 
38;No;Travel_Frequently;1189;Research & Development;1;3;Life Sciences;1;1668;4;Male;90;3;2;Research Scientist;4;Married; R$ 4.735,00 ;9867;7;Y;No;15;3;4;80;2;19;4;4;13;11;2;9; R$ 26,90 
29;No;Travel_Rarely;991;Sales;5;3;Medical;1;1669;1;Male;43;2;2;Sales Executive;2;Divorced; R$ 4.187,00 ;3356;1;Y;Yes;13;3;2;80;1;10;3;2;10;0;0;9; R$ 23,79 
33;No;Travel_Rarely;392;Sales;2;4;Medical;1;1670;4;Male;93;3;2;Sales Executive;4;Divorced; R$ 5.505,00 ;3921;1;Y;No;14;3;3;80;2;6;5;3;6;2;0;4; R$ 31,28 
32;No;Travel_Rarely;977;Research & Development;2;3;Medical;1;1671;4;Male;45;3;2;Research Scientist;2;Divorced; R$ 5.470,00 ;25518;0;Y;No;13;3;3;80;2;10;4;2;9;5;1;6; R$ 31,08 
31;No;Travel_Rarely;1112;Sales;5;4;Life Sciences;1;1673;1;Female;67;3;2;Sales Executive;4;Married; R$ 5.476,00 ;22589;1;Y;No;11;3;1;80;2;10;2;3;10;0;0;2; R$ 31,11 
49;No;Travel_Rarely;464;Research & Development;16;3;Medical;1;1674;4;Female;74;3;1;Laboratory Technician;1;Divorced; R$ 2.587,00 ;24941;4;Y;Yes;16;3;2;80;1;17;2;2;2;2;2;2; R$ 14,70 
38;No;Travel_Frequently;148;Research & Development;2;3;Medical;1;1675;4;Female;42;2;1;Laboratory Technician;2;Single; R$ 2.440,00 ;23826;1;Y;No;22;4;2;80;0;4;3;3;4;3;3;3; R$ 13,86 
47;No;Travel_Rarely;1225;Sales;2;4;Life Sciences;1;1676;2;Female;47;4;4;Manager;2;Divorced; R$ 15.972,00 ;21086;6;Y;No;14;3;3;80;3;29;2;3;3;2;1;2; R$ 90,75 
49;No;Travel_Rarely;809;Research & Development;1;3;Life Sciences;1;1677;3;Male;36;3;4;Manager;3;Single; R$ 15.379,00 ;22384;4;Y;No;14;3;1;80;0;23;2;3;8;7;0;0; R$ 87,38 
41;No;Travel_Rarely;1206;Sales;23;2;Life Sciences;1;1678;4;Male;80;3;3;Sales Executive;3;Single; R$ 7.082,00 ;11591;3;Y;Yes;16;3;4;80;0;21;2;3;2;0;0;2; R$ 40,24 
20;No;Travel_Rarely;727;Sales;9;1;Life Sciences;1;1680;4;Male;54;3;1;Sales Representative;1;Single; R$ 2.728,00 ;21082;1;Y;No;11;3;1;80;0;2;3;3;2;2;0;2; R$ 15,50 
33;No;Non-Travel;530;Sales;16;3;Life Sciences;1;1681;3;Female;36;3;2;Sales Executive;4;Divorced; R$ 5.368,00 ;16130;1;Y;Yes;25;4;3;80;1;7;2;3;6;5;1;2; R$ 30,50 
36;No;Travel_Rarely;1351;Research & Development;26;4;Life Sciences;1;1682;1;Male;80;3;2;Healthcare Representative;3;Married; R$ 5.347,00 ;7419;6;Y;No;14;3;2;80;2;10;2;2;3;2;0;2; R$ 30,38 
44;No;Travel_Rarely;528;Human Resources;1;3;Life Sciences;1;1683;3;Female;44;3;1;Human Resources;4;Divorced; R$ 3.195,00 ;4167;4;Y;Yes;18;3;1;80;3;8;2;3;2;2;2;2; R$ 18,15 
23;Yes;Travel_Rarely;1320;Research & Development;8;1;Medical;1;1684;4;Male;93;2;1;Laboratory Technician;3;Single; R$ 3.989,00 ;20586;1;Y;Yes;11;3;1;80;0;5;2;3;5;4;1;2; R$ 22,66 
38;No;Travel_Rarely;1495;Research & Development;4;2;Medical;1;1687;4;Female;87;3;1;Laboratory Technician;3;Married; R$ 3.306,00 ;26176;7;Y;No;19;3;4;80;1;7;5;2;0;0;0;0; R$ 18,78 
53;No;Travel_Rarely;1395;Research & Development;24;4;Medical;1;1689;2;Male;48;4;3;Healthcare Representative;4;Married; R$ 7.005,00 ;3458;3;Y;No;15;3;3;80;0;11;2;3;4;3;1;2; R$ 39,80 
48;Yes;Travel_Frequently;708;Sales;7;2;Medical;1;1691;4;Female;95;3;1;Sales Representative;3;Married; R$ 2.655,00 ;11740;2;Y;Yes;11;3;3;80;2;19;3;3;9;7;7;7; R$ 15,09 
32;Yes;Travel_Rarely;1259;Research & Development;2;4;Life Sciences;1;1692;4;Male;95;3;1;Laboratory Technician;2;Single; R$ 1.393,00 ;24852;1;Y;No;12;3;1;80;0;1;2;3;1;0;0;0; R$ 7,91 
26;No;Non-Travel;786;Research & Development;7;3;Medical;1;1693;4;Male;76;3;1;Laboratory Technician;4;Single; R$ 2.570,00 ;11925;1;Y;No;20;4;3;80;0;7;5;3;7;7;5;7; R$ 14,60 
55;No;Travel_Rarely;1441;Research & Development;22;3;Technical Degree;1;1694;1;Male;94;2;1;Research Scientist;2;Divorced; R$ 3.537,00 ;23737;5;Y;No;12;3;4;80;1;8;1;3;4;2;1;2; R$ 20,10 
34;No;Travel_Rarely;1157;Research & Development;5;2;Medical;1;1696;2;Male;57;2;2;Laboratory Technician;4;Married; R$ 3.986,00 ;11912;1;Y;No;14;3;3;80;1;15;3;4;15;10;4;13; R$ 22,65 
60;No;Travel_Rarely;370;Research & Development;1;4;Medical;1;1697;3;Male;92;1;3;Healthcare Representative;4;Divorced; R$ 10.883,00 ;20467;3;Y;No;20;4;3;80;1;19;2;4;1;0;0;0; R$ 61,84 
33;No;Travel_Rarely;267;Research & Development;21;3;Medical;1;1698;2;Male;79;4;1;Laboratory Technician;2;Married; R$ 2.028,00 ;13637;1;Y;No;18;3;4;80;3;14;6;3;14;11;2;13; R$ 11,52 
37;No;Travel_Frequently;1278;Sales;1;4;Medical;1;1700;3;Male;31;1;2;Sales Executive;4;Divorced; R$ 9.525,00 ;7677;1;Y;No;14;3;3;80;2;6;2;2;6;3;1;3; R$ 54,12 
34;No;Travel_Rarely;678;Research & Development;19;3;Life Sciences;1;1701;2;Female;35;2;1;Research Scientist;4;Married; R$ 2.929,00 ;20338;1;Y;No;12;3;2;80;0;10;3;3;10;9;8;7; R$ 16,64 
23;Yes;Travel_Rarely;427;Sales;7;3;Life Sciences;1;1702;3;Male;99;3;1;Sales Representative;4;Divorced; R$ 2.275,00 ;25103;1;Y;Yes;21;4;2;80;1;3;2;3;3;2;0;2; R$ 12,93 
44;No;Travel_Rarely;921;Research & Development;2;3;Life Sciences;1;1703;3;Female;96;4;3;Healthcare Representative;4;Married; R$ 7.879,00 ;14810;1;Y;Yes;19;3;2;80;1;9;2;3;8;7;6;7; R$ 44,77 
35;No;Travel_Frequently;146;Research & Development;2;4;Medical;1;1704;1;Male;79;2;1;Research Scientist;4;Single; R$ 4.930,00 ;13970;0;Y;Yes;14;3;3;80;0;6;2;4;5;4;1;4; R$ 28,01 
43;No;Travel_Rarely;1179;Sales;2;3;Medical;1;1706;4;Male;73;3;2;Sales Executive;4;Married; R$ 7.847,00 ;6069;1;Y;Yes;17;3;1;80;1;10;3;3;10;9;8;8; R$ 44,59 
24;No;Travel_Rarely;581;Research & Development;9;3;Medical;1;1707;3;Male;62;4;1;Research Scientist;3;Married; R$ 4.401,00 ;17616;1;Y;No;16;3;4;80;1;5;1;3;5;3;0;4; R$ 25,01 
41;No;Travel_Rarely;918;Sales;6;3;Marketing;1;1708;4;Male;35;3;3;Sales Executive;3;Single; R$ 9.241,00 ;15869;1;Y;No;12;3;2;80;0;10;3;3;10;8;8;7; R$ 52,51 
29;No;Travel_Rarely;1082;Research & Development;9;4;Medical;1;1709;4;Female;43;3;1;Laboratory Technician;3;Married; R$ 2.974,00 ;25412;9;Y;No;17;3;3;80;1;9;2;3;5;3;1;2; R$ 16,90 
36;No;Travel_Rarely;530;Sales;2;4;Life Sciences;1;1710;3;Female;51;3;2;Sales Representative;4;Single; R$ 4.502,00 ;7439;3;Y;No;15;3;3;80;0;17;2;2;13;7;6;7; R$ 25,58 
45;No;Non-Travel;1238;Research & Development;1;1;Life Sciences;1;1712;3;Male;74;2;3;Healthcare Representative;3;Married; R$ 10.748,00 ;3395;3;Y;No;23;4;4;80;1;25;3;2;23;15;14;4; R$ 61,07 
24;Yes;Travel_Rarely;240;Human Resources;22;1;Human Resources;1;1714;4;Male;58;1;1;Human Resources;3;Married; R$ 1.555,00 ;11585;1;Y;No;11;3;3;80;1;1;2;3;1;0;0;0; R$ 8,84 
47;Yes;Travel_Frequently;1093;Sales;9;3;Life Sciences;1;1716;3;Male;82;1;4;Sales Executive;3;Married; R$ 12.936,00 ;24164;7;Y;No;11;3;3;80;0;25;3;1;23;5;14;10; R$ 73,50 
26;No;Travel_Rarely;390;Research & Development;17;4;Medical;1;1718;4;Male;62;1;1;Laboratory Technician;3;Married; R$ 2.305,00 ;6217;1;Y;No;15;3;3;80;3;3;3;4;3;2;0;2; R$ 13,10 
45;No;Travel_Rarely;1005;Research & Development;28;2;Technical Degree;1;1719;4;Female;48;2;4;Research Director;2;Single; R$ 16.704,00 ;17119;1;Y;No;11;3;3;80;0;21;2;3;21;6;8;6; R$ 94,91 
32;No;Travel_Frequently;585;Research & Development;10;3;Life Sciences;1;1720;1;Male;56;3;1;Research Scientist;3;Married; R$ 3.433,00 ;17360;6;Y;No;13;3;1;80;1;10;3;2;5;2;1;3; R$ 19,51 
31;No;Travel_Rarely;741;Research & Development;2;4;Life Sciences;1;1721;2;Male;69;3;1;Laboratory Technician;3;Married; R$ 3.477,00 ;18103;1;Y;No;14;3;4;80;1;6;2;4;5;2;0;3; R$ 19,76 
41;No;Non-Travel;552;Human Resources;4;3;Human Resources;1;1722;3;Male;60;1;2;Human Resources;2;Married; R$ 6.430,00 ;20794;6;Y;No;19;3;2;80;1;10;4;3;3;2;1;2; R$ 36,53 
40;No;Travel_Rarely;369;Research & Development;8;2;Life Sciences;1;1724;2;Female;92;3;2;Manufacturing Director;1;Married; R$ 6.516,00 ;5041;2;Y;Yes;16;3;2;80;1;18;3;3;1;0;0;0; R$ 37,02 
24;No;Travel_Rarely;506;Research & Development;29;1;Medical;1;1725;2;Male;91;3;1;Laboratory Technician;1;Divorced; R$ 3.907,00 ;3622;1;Y;No;13;3;2;80;3;6;2;4;6;2;1;2; R$ 22,20 
46;No;Travel_Rarely;717;Research & Development;13;4;Life Sciences;1;1727;3;Male;34;3;2;Healthcare Representative;2;Single; R$ 5.562,00 ;9697;6;Y;No;14;3;4;80;0;19;3;3;10;7;0;9; R$ 31,60 
35;No;Travel_Rarely;1370;Research & Development;27;4;Life Sciences;1;1728;4;Male;49;3;2;Manufacturing Director;3;Married; R$ 6.883,00 ;5151;2;Y;No;16;3;2;80;1;17;3;3;7;7;0;7; R$ 39,11 
30;No;Travel_Rarely;793;Research & Development;16;1;Life Sciences;1;1729;2;Male;33;3;1;Research Scientist;4;Married; R$ 2.862,00 ;3811;1;Y;No;12;3;2;80;1;10;2;2;10;0;0;8; R$ 16,26 
47;No;Non-Travel;543;Sales;2;4;Marketing;1;1731;3;Male;87;3;2;Sales Executive;2;Married; R$ 4.978,00 ;3536;7;Y;No;11;3;4;80;1;4;3;1;1;0;0;0; R$ 28,28 
46;No;Travel_Rarely;1277;Sales;2;3;Life Sciences;1;1732;3;Male;74;3;3;Sales Executive;4;Divorced; R$ 10.368,00 ;5596;4;Y;Yes;12;3;2;80;1;13;5;2;10;6;0;3; R$ 58,91 
36;Yes;Travel_Rarely;1456;Sales;13;5;Marketing;1;1733;2;Male;96;2;2;Sales Executive;1;Divorced; R$ 6.134,00 ;8658;5;Y;Yes;13;3;2;80;3;16;3;3;2;2;2;2; R$ 34,85 
32;Yes;Travel_Rarely;964;Sales;1;2;Life Sciences;1;1734;1;Male;34;1;2;Sales Executive;2;Single; R$ 6.735,00 ;12147;6;Y;No;15;3;2;80;0;10;2;3;0;0;0;0; R$ 38,27 
23;No;Travel_Rarely;160;Research & Development;4;1;Medical;1;1735;3;Female;51;3;1;Laboratory Technician;2;Single; R$ 3.295,00 ;12862;1;Y;No;13;3;3;80;0;3;3;1;3;2;1;2; R$ 18,72 
31;No;Travel_Frequently;163;Research & Development;24;1;Technical Degree;1;1736;4;Female;30;3;2;Manufacturing Director;4;Single; R$ 5.238,00 ;6670;2;Y;No;20;4;4;80;0;9;3;2;5;4;1;4; R$ 29,76 
39;No;Non-Travel;792;Research & Development;1;3;Life Sciences;1;1737;4;Male;77;3;2;Laboratory Technician;4;Married; R$ 6.472,00 ;8989;1;Y;Yes;15;3;4;80;1;9;2;3;9;8;5;8; R$ 36,77 
32;No;Travel_Rarely;371;Sales;19;3;Life Sciences;1;1739;4;Male;80;1;3;Sales Executive;3;Married; R$ 9.610,00 ;3840;3;Y;No;13;3;3;80;1;10;2;1;4;3;0;2; R$ 54,60 
40;No;Travel_Rarely;611;Sales;7;4;Medical;1;1740;2;Male;88;3;5;Manager;2;Single; R$ 19.833,00 ;4349;1;Y;No;14;3;2;80;0;21;3;2;21;8;12;8; R$ 112,69 
45;No;Travel_Rarely;176;Human Resources;4;3;Life Sciences;1;1744;3;Female;56;1;3;Human Resources;3;Married; R$ 9.756,00 ;6595;4;Y;No;21;4;3;80;2;9;2;4;5;0;0;3; R$ 55,43 
30;No;Travel_Frequently;1312;Research & Development;2;4;Technical Degree;1;1745;4;Female;78;2;1;Research Scientist;1;Single; R$ 4.968,00 ;26427;0;Y;No;16;3;4;80;0;10;2;3;9;7;0;7; R$ 28,23 
24;No;Travel_Frequently;897;Human Resources;10;3;Medical;1;1746;1;Male;59;3;1;Human Resources;4;Married; R$ 2.145,00 ;2097;0;Y;No;14;3;4;80;1;3;2;3;2;2;2;1; R$ 12,19 
30;Yes;Travel_Frequently;600;Human Resources;8;3;Human Resources;1;1747;3;Female;66;2;1;Human Resources;4;Divorced; R$ 2.180,00 ;9732;6;Y;No;11;3;3;80;1;6;0;2;4;2;1;2; R$ 12,39 
31;No;Travel_Rarely;1003;Sales;5;3;Technical Degree;1;1749;1;Male;51;3;2;Sales Executive;3;Married; R$ 8.346,00 ;20943;1;Y;No;19;3;3;80;1;6;3;3;5;2;0;2; R$ 47,42 
27;No;Travel_Rarely;1054;Research & Development;8;3;Medical;1;1751;3;Female;67;3;1;Research Scientist;4;Single; R$ 3.445,00 ;6152;1;Y;No;11;3;3;80;0;6;5;2;6;2;1;4; R$ 19,57 
29;Yes;Travel_Rarely;428;Sales;9;3;Marketing;1;1752;2;Female;52;1;1;Sales Representative;2;Single; R$ 2.760,00 ;14630;1;Y;No;13;3;3;80;0;2;3;3;2;2;2;2; R$ 15,68 
29;No;Travel_Frequently;461;Research & Development;1;3;Life Sciences;1;1753;4;Male;70;4;2;Healthcare Representative;3;Single; R$ 6.294,00 ;23060;8;Y;Yes;12;3;4;80;0;10;5;4;3;2;0;2; R$ 35,76 
30;No;Travel_Rarely;979;Sales;15;2;Marketing;1;1754;3;Male;94;2;3;Sales Executive;1;Divorced; R$ 7.140,00 ;3088;2;Y;No;11;3;1;80;1;12;2;3;7;7;1;7; R$ 40,57 
34;No;Travel_Rarely;181;Research & Development;2;4;Medical;1;1755;4;Male;97;4;1;Research Scientist;4;Married; R$ 2.932,00 ;5586;0;Y;Yes;14;3;1;80;3;6;3;3;5;0;1;2; R$ 16,66 
33;No;Non-Travel;1283;Sales;2;3;Marketing;1;1756;4;Female;62;3;2;Sales Executive;2;Single; R$ 5.147,00 ;10697;8;Y;No;15;3;4;80;0;13;2;2;11;7;1;7; R$ 29,24 
49;No;Travel_Rarely;1313;Sales;11;4;Marketing;1;1757;4;Female;80;3;2;Sales Executive;4;Single; R$ 4.507,00 ;8191;3;Y;No;12;3;3;80;0;8;1;4;5;1;0;4; R$ 25,61 
33;Yes;Travel_Rarely;211;Sales;16;3;Life Sciences;1;1758;1;Female;74;3;3;Sales Executive;1;Single; R$ 8.564,00 ;10092;2;Y;Yes;20;4;3;80;0;11;2;2;0;0;0;0; R$ 48,66 
38;No;Travel_Frequently;594;Research & Development;2;2;Medical;1;1760;3;Female;75;2;1;Laboratory Technician;2;Married; R$ 2.468,00 ;15963;4;Y;No;14;3;2;80;1;9;4;2;6;1;0;5; R$ 14,02 
31;Yes;Travel_Rarely;1079;Sales;16;4;Marketing;1;1761;1;Male;70;3;3;Sales Executive;3;Married; R$ 8.161,00 ;19002;2;Y;No;13;3;1;80;3;10;2;3;1;0;0;0; R$ 46,37 
29;No;Travel_Rarely;590;Research & Development;4;3;Technical Degree;1;1762;4;Female;91;2;1;Research Scientist;1;Divorced; R$ 2.109,00 ;10007;1;Y;No;13;3;3;80;1;1;2;3;1;0;0;0; R$ 11,98 
30;No;Travel_Rarely;305;Research & Development;16;3;Life Sciences;1;1763;3;Male;58;4;2;Healthcare Representative;3;Married; R$ 5.294,00 ;9128;3;Y;No;16;3;3;80;1;10;3;3;7;0;1;7; R$ 30,08 
32;No;Non-Travel;953;Research & Development;5;4;Technical Degree;1;1764;2;Male;65;3;1;Research Scientist;2;Single; R$ 2.718,00 ;17674;2;Y;No;14;3;2;80;0;12;3;3;7;7;0;7; R$ 15,44 
38;No;Travel_Rarely;833;Research & Development;18;3;Medical;1;1766;2;Male;60;1;2;Healthcare Representative;4;Married; R$ 5.811,00 ;24539;3;Y;Yes;16;3;3;80;1;15;2;3;1;0;1;0; R$ 33,02 
43;Yes;Travel_Frequently;807;Research & Development;17;3;Technical Degree;1;1767;3;Male;38;2;1;Research Scientist;3;Married; R$ 2.437,00 ;15587;9;Y;Yes;16;3;4;80;1;6;4;3;1;0;0;0; R$ 13,85 
42;No;Travel_Rarely;855;Research & Development;12;3;Medical;1;1768;2;Male;57;3;1;Laboratory Technician;2;Divorced; R$ 2.766,00 ;8952;8;Y;No;22;4;2;80;3;7;6;2;5;3;0;4; R$ 15,72 
55;No;Travel_Rarely;478;Research & Development;2;3;Medical;1;1770;3;Male;60;2;5;Research Director;1;Married; R$ 19.038,00 ;19805;8;Y;No;12;3;2;80;3;34;2;3;1;0;0;0; R$ 108,17 
33;No;Non-Travel;775;Research & Development;4;3;Technical Degree;1;1771;4;Male;90;3;2;Research Scientist;2;Divorced; R$ 3.055,00 ;6194;5;Y;No;15;3;4;80;2;11;2;2;9;8;1;7; R$ 17,36 
41;No;Travel_Rarely;548;Research & Development;9;4;Life Sciences;1;1772;3;Male;94;3;1;Laboratory Technician;1;Divorced; R$ 2.289,00 ;20520;1;Y;No;20;4;2;80;2;5;2;3;5;3;0;4; R$ 13,01 
34;No;Non-Travel;1375;Sales;10;3;Life Sciences;1;1774;4;Male;87;3;2;Sales Executive;3;Divorced; R$ 4.001,00 ;12313;1;Y;Yes;14;3;3;80;1;15;3;3;15;14;0;7; R$ 22,73 
53;No;Non-Travel;661;Research & Development;1;4;Medical;1;1775;1;Female;60;2;4;Manufacturing Director;3;Married; R$ 12.965,00 ;22308;4;Y;Yes;20;4;4;80;3;27;2;2;3;2;0;2; R$ 73,66 
43;No;Travel_Rarely;244;Human Resources;2;3;Life Sciences;1;1778;2;Male;97;3;1;Human Resources;4;Single; R$ 3.539,00 ;5033;0;Y;No;13;3;2;80;0;10;5;3;9;7;1;8; R$ 20,11 
34;No;Travel_Rarely;511;Sales;3;2;Life Sciences;1;1779;4;Female;32;1;2;Sales Executive;4;Single; R$ 6.029,00 ;25353;5;Y;No;12;3;1;80;0;6;3;3;2;2;2;2; R$ 34,26 
21;Yes;Travel_Rarely;337;Sales;7;1;Marketing;1;1780;2;Male;31;3;1;Sales Representative;2;Single; R$ 2.679,00 ;4567;1;Y;No;13;3;2;80;0;1;3;3;1;0;1;0; R$ 15,22 
38;No;Travel_Rarely;1153;Research & Development;6;2;Other;1;1782;4;Female;40;2;1;Laboratory Technician;3;Married; R$ 3.702,00 ;16376;1;Y;No;11;3;2;80;1;5;3;3;5;4;0;4; R$ 21,03 
22;Yes;Travel_Rarely;1294;Research & Development;8;1;Medical;1;1783;3;Female;79;3;1;Laboratory Technician;1;Married; R$ 2.398,00 ;15999;1;Y;Yes;17;3;3;80;0;1;6;3;1;0;0;0; R$ 13,63 
31;No;Travel_Rarely;196;Sales;29;4;Marketing;1;1784;1;Female;91;2;2;Sales Executive;4;Married; R$ 5.468,00 ;13402;1;Y;No;14;3;1;80;2;13;3;3;12;7;5;7; R$ 31,07 
51;No;Travel_Rarely;942;Research & Development;3;3;Technical Degree;1;1786;1;Female;53;3;3;Manager;3;Married; R$ 13.116,00 ;22984;2;Y;No;11;3;4;80;0;15;2;3;2;2;2;2; R$ 74,52 
37;No;Travel_Rarely;589;Sales;9;2;Marketing;1;1787;2;Male;46;2;2;Sales Executive;2;Married; R$ 4.189,00 ;8800;1;Y;No;14;3;1;80;2;5;2;3;5;2;0;3; R$ 23,80 
46;No;Travel_Rarely;734;Research & Development;2;4;Medical;1;1789;3;Male;46;3;5;Research Director;4;Divorced; R$ 19.328,00 ;14218;7;Y;Yes;17;3;3;80;1;24;3;3;2;1;2;2; R$ 109,82 
36;No;Travel_Rarely;1383;Research & Development;10;3;Life Sciences;1;1790;4;Male;90;3;3;Healthcare Representative;1;Married; R$ 8.321,00 ;25949;7;Y;Yes;13;3;4;80;1;15;1;3;12;8;5;7; R$ 47,28 
44;Yes;Travel_Frequently;429;Research & Development;1;2;Medical;1;1792;3;Male;99;3;1;Research Scientist;2;Divorced; R$ 2.342,00 ;11092;1;Y;Yes;12;3;3;80;3;6;2;2;5;3;2;3; R$ 13,31 
37;No;Travel_Rarely;1239;Human Resources;8;2;Other;1;1794;3;Male;89;3;2;Human Resources;2;Divorced; R$ 4.071,00 ;12832;2;Y;No;13;3;3;80;0;19;4;2;10;0;4;7; R$ 23,13 
